ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
77712,I agree,I code primarily as a hobby,18-24 years old,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow,,2,,,,,,,Nepal,,,Python,Python;Rust,,,,,,,NumPy,NumPy;TensorFlow;Torch/PyTorch,,,Visual Studio,Emacs,Debian,Debian,,,Discord,Discord,ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",When i search for a question an Ai tool would go through the results and give me something like a tldr of all the responses.,"No, but I plan to soon",Favorable,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
77754,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Stack Overflow,,6,,,,,Given a list,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,China,,,Python,Python;Rust,,,,,Vue.js,,NumPy;Torch/PyTorch,CUDA;NumPy;Torch/PyTorch,CMake;Docker,Docker,Visual Studio Code,Visual Studio Code,MacOS,Ubuntu,,,,,ChatGPT,ChatGPT,GitHub Copilot;Tabnine,GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",,Yes,Very favorable,Increase productivity;Greater efficiency,Highly trust,Learning about a codebase;Documenting code;Debugging and getting help;Committing and reviewing code,Writing code,,,,,,Writing code,,,,,,,,,,,,,,,,,,,Appropriate in length,,
77806,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,,,5,4,Research & Development role,10 to 19 employees,I have a great deal of influence,Investigate,Visit developer communities like Stack Overflow,France,EUR European Euro,66000.0,Python,Python,,,,,,,NumPy;Opencv;Qt,NumPy;Opencv;Qt,Pip,Pip,Notepad++;PyCharm;Spyder;Visual Studio Code,Notepad++;PyCharm;Visual Studio Code,Windows,Windows,GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Microsoft Teams;Slack,Slack,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,4.0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,1-2 times a week,1-2 times a week,Never,Less than 15 minutes a day,15-30 minutes a day,Automated testing,Oil & Gas,Appropriate in length,Neither easy nor difficult,70679.0
77845,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, part-time;Student, part-time",Remote,Hobby;School or academic work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,,3,,"Developer, back-end",,,Investigate,Start a free trial,Russian Federation,,,Python,Go;Python,Microsoft SQL Server;PostgreSQL;Redis,PostgreSQL;Redis,,,FastAPI,FastAPI,,,bandit;Docker;Pip,bandit;Docker;Pip,Visual Studio Code,Visual Studio Code,Fedora;Windows,Fedora;Ubuntu;Windows Subsystem for Linux (WSL),,,,,ChatGPT,ChatGPT,,,Stack Overflow,A few times per week,Not sure/can't remember,,Neutral,,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
77858,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials,Codecademy;edX;Udemy;Coursera,6,2,Research & Development role,"1,000 to 4,999 employees",I have little or no influence,,Ask developers I know/work with;Other (please specify):;Read ratings or reviews on third party sites like G2 Crowd,Italy,EUR European Euro,43000.0,Python,Python,MongoDB;PostgreSQL,MongoDB;PostgreSQL,Managed Hosting;Scaleway,Managed Hosting,Django;FastAPI;Laravel,Django;FastAPI,NumPy;Pandas;Scikit-Learn,NumPy;Pandas;Scikit-Learn,Docker;Pip,Docker;Pip,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Jira;Notion,Jira,Microsoft Teams,Microsoft Teams,,,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,"Better searches, suggest references to previous answers when asking a question or answering.",Yes,Favorable,Increase productivity;Greater efficiency,Somewhat trust,Learning about a codebase;Writing code;Documenting code;Debugging and getting help,Learning about a codebase;Writing code,Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,Learning about a codebase;Writing code,,,Yes,Individual contributor,2.0,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Automated testing;Continuous integration (CI) and (more often) continuous delivery,Other,Appropriate in length,Easy,46049.0
77954,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time;Employed, part-time",In-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow",,10,Less than 1 year,Other (please specify):,500 to 999 employees,I have little or no influence,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Russian Federation,RUB	Russian ruble,600000.0,Python,Python,,,,,,,NumPy,NumPy,Pip,Pip,IPython;Sublime Text,IPython;Sublime Text,Windows;Windows Subsystem for Linux (WSL),Windows,,,Discord;Telegram,Discord;Telegram,ChatGPT;Quora Poe,ChatGPT;Quora Poe,,,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",,Yes,Favorable,Increase productivity;Speed up learning,Somewhat trust,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Learning about a codebase;Writing code,,,,Writing code,,Learning about a codebase,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,7425.0
78081,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Auditory material (e.g., podcasts);Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow;Interactive tutorial;Certification videos",Udemy;Pluralsight;Coursera,13,2,Other (please specify):,"1,000 to 4,999 employees",I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool,Germany,EUR European Euro,59000.0,Python,C++;Go;Haskell;Python;Rust;SQL,,,Amazon Web Services (AWS);Hetzner;Microsoft Azure,Amazon Web Services (AWS);Hetzner;Microsoft Azure,,,Apache Kafka;NumPy;Pandas,Apache Kafka;Apache Spark;NumPy;Pandas;Tauri,Docker;Kubernetes;Make;Terraform,Docker;Make,Jupyter Notebook/JupyterLab;Nano;Notepad++;PyCharm;Visual Studio Code,Jupyter Notebook/JupyterLab;Nano;Neovim;Notepad++;PyCharm;Visual Studio Code,Debian;Windows;Windows Subsystem for Linux (WSL),Debian;Windows;Windows Subsystem for Linux (WSL),Confluence;Jira;Trello,Jira;Trello,Discord;Microsoft Teams;Skype;Slack,Discord;Microsoft Teams,Bing AI;ChatGPT,Bing AI;ChatGPT,,,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,"No, not really","I think it would be helpful for consolidating existing answers to a question. Sometimes, there are two or three different methods to solve a similar issue, scattered across multiple StackOverflow pages. Often, only one works. Automating this, so one can see all the results and try them out one by one would be very helpful.",Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Debugging and getting help,,,,,,Writing code,Yes,Individual contributor,2.0,Agree,Strongly agree,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,1-2 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,Less than 15 minutes a day,,Insurance,Appropriate in length,Neither easy nor difficult,63183.0
78101,I agree,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos",Codecademy;Udemy;Coursera,3,2,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,India,INR	Indian rupee,550000.0,Python,Python,InfluxDB;PostgreSQL,InfluxDB;PostgreSQL,VMware,,,,JAX;NumPy;Pandas;Scikit-Learn;TensorFlow,JAX;NumPy;Pandas;Scikit-Learn;TensorFlow,Ansible;Docker;Pip,Ansible;Docker;Pip,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Vim;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio;Visual Studio Code,Red Hat;Ubuntu;Windows,Red Hat;Ubuntu;Windows,Jira,Jira;Stack Overflow for Teams,Cisco Webex Teams,,,,,,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",To get more answers,"No, but I plan to soon",Very favorable,,Somewhat trust,,,,,,,,,Yes,Individual contributor,2.0,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,1-2 times a week,Never,3-5 times a week,30-60 minutes a day,Less than 15 minutes a day,DevOps function;Microservices;Automated testing,,Appropriate in length,Easy,6664.0
78187,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Employed, full-time",Remote,Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses,,15,4,Product manager,"1,000 to 4,999 employees",I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Norway,NOK	Norwegian krone,800000.0,Python,Python,PostgreSQL,PostgreSQL,Cloudflare,Cloudflare,Django,Django,NumPy;Pandas,NumPy;Pandas,,,Notepad++;PyCharm;Xcode,Notepad++,MacOS;Ubuntu;Windows,Windows,Azure Devops,,Discord;Zoom,Discord,ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Ok,"No, but I plan to soon",Indifferent,,Somewhat distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,72490.0
78240,I agree,I am learning to code,25-34 years old,I prefer not to say,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Online challenges (e.g., daily or weekly coding challenges)",Coursera,2,,,,,Investigate,Start a free trial;Ask a generative AI tool,Algeria,,,Python,,,,,,,,NumPy;Pandas;Qt,,Pip,Pip,Notepad++,Notepad++,Windows,Windows,,,,,Bing AI;ChatGPT;Quora Poe,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Highly trust,,Writing code;Debugging and getting help,,Writing code;Debugging and getting help,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
78439,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time;Employed, part-time",Remote,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,4,,"Developer, desktop or enterprise applications",,,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool,Germany,,,Python,JavaScript;Python,,,,,,,NumPy;Opencv;Qt,NumPy;Opencv;Qt;TensorFlow;Torch/PyTorch,,,Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Ubuntu;Windows,Ubuntu;Windows,Azure Devops,Azure Devops;Jira,Microsoft Teams,,ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,Learning about a codebase;Writing code;Documenting code;Debugging and getting help,Learning about a codebase;Writing code;Debugging and getting help,,Writing code;Debugging and getting help,,,,Learning about a codebase,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
78487,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow;Other (Please specify):,Codecademy,Less than 1 year,,,,,Given a list,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit;Ask a generative AI tool,Taiwan,,,Python,HTML/CSS;JavaScript;Python,,,Google Cloud,Google Cloud,,,NumPy;Pandas;Scikit-Learn,NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,,,Visual Studio Code,Visual Studio Code,Android;iPadOS;Windows,Ubuntu;Windows,,,,,ChatGPT,Bing AI;ChatGPT;Google Bard AI,,,Stack Overflow,A few times per week,Not sure/can't remember,,"No, not really",Don't have much experience on the platform to offer constructive advice,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,Learning about a codebase;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Project planning;Writing code;Debugging and getting help,,Project planning;Writing code;Debugging and getting help,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
78488,I agree,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;School (i.e., University, College, etc)",,,15,15,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,,Start a free trial,Czech Republic,USD	United States dollar,100000.0,Python,Python,MySQL;PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Digital Ocean,Digital Ocean,Django,Django,,,Docker;Pip,,Nano;PyCharm;Visual Studio Code,Nano;Visual Studio Code,Ubuntu,Ubuntu,,,Microsoft Teams;Slack,,Bing AI;ChatGPT,Bing AI;ChatGPT,,,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",,"No, but I plan to soon",Favorable,,Neither trust nor distrust,,,,,,,,,Yes,Individual contributor,16.0,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Never,Never,1-2 times a week,,,Automated testing,,Too long,Difficult,100000.0
